Last_Name,First_Name,Date_of_Survey,Age,NPS_Scale,NPS_With_Decimal
Evans,Lucia,6/25/2022,94,9,9.7
Mason,Fenton,1/3/2020,96,9,9.9
Jones,Nicholas,4/26/2022,94,9,9.3
Allen,Mary,1/19/2022,96,10,10
Farrell,Justin,1/9/2022,96,9,9.1
Murray,Aida,12/3/2019,82,9,9.5
Morrison,Amanda,5/19/2022,92,8,8.9
Nelson,Frederick,8/5/2022,92,2,2.1
Spencer,Emma,6/2/2022,99,5,5.3
Douglas,Rafael,9/3/2021,81,6,6.8
Lloyd,Amanda,12/17/2020,90,8,8.5
Ferguson,Abraham,4/17/2022,97,10,10
Cooper,Hailey,8/31/2020,81,8,8.5
West,Abraham,4/28/2021,86,8,8.3
Chapman,Ada,11/3/2019,99,1,1.3
Carter,Daryl,8/2/2020,91,5,5.2
Hunt,Elian,11/13/2021,98,10,10
Murray,Amy,1/14/2021,90,10,10
Watson,Roman,11/11/2019,91,9,9.9
Johnson,Belinda,5/24/2021,90,9,9.7
Morgan,Tyler,12/30/2019,94,10,10
Thompson,Tara,3/22/2020,90,7,7.2
Gray,Kristian,9/11/2021,95,8,8.6
Taylor,Melanie,8/10/2020,97,10,10
West,March,6/23/2020,89,8,8.3
Douglas,Alexia,6/16/2022,84,8,8.1
Hawkins,Ashton,3/29/2020,90,9,9.4
Phillips,Nicholas,11/11/2021,91,10,10
Gibson,March,3/17/2021,91,10,10
Howard,Darcy,11/10/2021,82,10,10
Montgomery,Byron,5/7/2022,84,9,9.7
Cunningham,Dainton,11/23/2021,91,9,9.5
Harris,Chester,10/3/2021,95,7,7.6
Thomas,Myra,12/10/2020,88,10,10
Ross,Luke,3/31/2021,94,10,10
Thomas,Anna,10/13/2020,87,8,8.1
Wells,Rubie,11/10/2021,84,10,10
Cameron,Vincent,12/20/2020,99,9,9.2
Barnes,Lana,6/1/2021,89,8,8.4
Barnes,Kelvin,4/18/2022,99,8,8
Davis,Kate,11/12/2020,98,10,10
Grant,Miller,2/13/2021,82,3,3.1
Tucker,Dexter,2/15/2020,88,10,10
Elliott,Annabella,8/9/2022,93,3,3.2
Kelley,Dexter,9/2/2022,88,10,10
Anderson,Rosie,8/20/2022,84,7,7.2
Riley,James,7/11/2020,98,8,8.8
Johnson,Lucy,3/14/2022,82,10,10
Owens,Adrianna,10/21/2021,84,10,10
Cameron,Jacob,4/26/2022,84,7,7.2
Walker,Chester,8/19/2021,90,10,10
Tucker,Tara,8/7/2021,91,8,8.9
Thomas,George,8/22/2020,82,10,10
Hall,Evelyn,4/28/2022,89,10,10
Andrews,Ted,6/4/2022,89,9,9.7
Perry,Andrew,5/5/2022,81,4,4
Richardson,Sam,2/1/2022,82,9,9.8
Wells,Victoria,7/26/2022,93,10,10
Brooks,Rebecca,6/30/2020,97,0,0.5
Farrell,Vanessa,5/6/2022,95,9,9.3
Reed,Blake,11/12/2021,100,7,7.3
Tucker,Victoria,3/31/2020,96,10,10
Morris,Steven,6/20/2021,91,9,9
Bailey,Briony,5/26/2021,100,10,10
Hill,Daisy,7/31/2020,92,9,9.6
Ellis,Alford,2/7/2022,85,10,10
Hawkins,Adison,9/30/2020,81,2,2.1
Howard,Sawyer,3/13/2021,86,8,8.9
Craig,Jessica,7/3/2020,86,9,9.3
Kelly,Melissa,3/31/2020,84,7,7
Lloyd,Freddie,12/23/2021,82,10,10
Parker,Camila,1/4/2020,100,9,9.4
Cameron,Kelvin,3/4/2020,86,7,7.3
Casey,Paul,2/25/2022,81,10,10
Douglas,Maria,3/11/2022,86,10,10
Ferguson,Andrew,7/18/2021,93,10,10
Harris,Samantha,8/3/2022,89,7,7.7
Holmes,Maximilian,7/14/2022,96,8,8.8
Turner,Sophia,4/21/2022,89,8,8.1
Casey,Isabella,1/7/2021,83,8,8.9
Campbell,Alisa,12/21/2020,94,7,7.7
Payne,Daisy,6/24/2021,84,6,6.4
Hamilton,Julia,10/17/2021,99,0,0.2
Ferguson,Stella,11/2/2021,88,3,3.4
Edwards,Abigail,9/9/2021,80,8,8.4
West,Kelsey,6/10/2020,87,10,10
Baker,Jessica,2/7/2020,88,10,10
Fowler,Thomas,6/5/2022,93,8,8
Tucker,Adrianna,2/5/2021,96,8,8.8
Moore,Lydia,8/10/2022,80,9,9.3
Carter,Nicole,2/11/2020,92,8,8.6
Walker,Antony,6/11/2021,92,7,7.5
Andrews,Edwin,2/21/2021,99,8,8.2
Hawkins,Steven,9/29/2020,97,8,8.4
Holmes,Oliver,1/2/2022,87,10,10
Wright,Melissa,7/13/2020,87,7,7.7
Morris,Michelle,3/2/2022,80,6,6
Harrison,William,5/23/2022,92,8,8.7
Sullivan,Lydia,9/1/2020,95,9,9.2
Nelson,Fenton,11/10/2019,87,7,7.9
Gray,Julia,2/21/2020,87,6,6.5
Ryan,Elian,3/31/2020,85,8,8
Andrews,John,1/29/2021,82,10,10
Nelson,Kellan,3/17/2021,91,10,10
Perkins,Samantha,1/1/2020,93,8,8.6
Barrett,Lenny,10/9/2020,100,9,9.1
Dixon,Joyce,7/30/2022,98,8,8.1
Ryan,Caroline,9/9/2020,82,10,10
Grant,Samantha,11/8/2021,88,10,10
Wilson,Dexter,1/7/2021,84,8,8.3
Perkins,Tyler,4/4/2020,83,10,10
Brown,Nicholas,11/24/2019,98,9,9.8
Carter,Edith,1/31/2020,96,4,4.5
Cunningham,Deanna,12/14/2020,98,7,7
Dixon,Natalie,2/23/2022,88,10,10
Gray,Justin,5/14/2020,80,8,8.9
Adams,Amy,4/21/2020,82,7,7.7
Henderson,Chelsea,5/22/2021,87,9,9.8
Ellis,Rafael,11/6/2019,86,7,7.4
Hill,Jared,9/12/2022,93,8,8.9
Carter,Ashton,9/18/2021,95,8,8
Ferguson,Audrey,3/6/2021,96,4,4.6
Wright,Clark,4/15/2022,100,7,7.3
Sullivan,Mike,9/16/2020,100,10,10
Barnes,Edwin,9/20/2022,98,9,9.8
Hamilton,Kelvin,9/6/2022,96,10,10
Kelly,Oliver,6/7/2022,80,7,7.2
Stevens,Stella,12/9/2020,84,7,7.9
Campbell,Chloe,8/21/2020,84,9,9.6
Ferguson,Camila,7/17/2022,83,10,10
Craig,Camila,2/6/2020,91,7,7.4
Ross,Caroline,7/2/2020,81,9,9.5
Mason,Sabrina,9/20/2021,87,10,10
Ross,Kimberly,5/31/2022,82,10,10
Davis,Miley,7/11/2021,99,8,8.9
Howard,Walter,4/27/2022,83,10,10
Foster,Naomi,4/21/2022,81,7,7.1
Jones,Alexander,4/29/2022,98,6,6.6
Walker,Kirsten,9/14/2022,95,10,10
Allen,Jessica,10/23/2020,96,9,9.7
Cameron,Eric,4/13/2022,94,10,10
Alexander,Julian,10/22/2020,100,8,8.4
Farrell,Belinda,12/15/2019,81,7,7.5
Walker,George,4/20/2020,98,10,10
Farrell,Emma,7/29/2020,98,9,9.4
Fowler,David,8/8/2021,92,10,10
Kelley,Reid,3/1/2022,94,10,10
Robinson,Rosie,2/16/2021,81,9,9.2
Campbell,Kate,9/21/2021,87,10,10
Tucker,Kellan,7/7/2021,87,7,7.3
Foster,Tony,6/11/2022,89,9,9.8
Walker,Arianna,11/24/2020,88,8,8.3
Casey,Brad,3/25/2020,96,7,7.7
Robinson,Brianna,1/27/2021,95,8,8.4
Harrison,Sam,12/10/2021,85,10,10
Wright,Samantha,1/14/2022,81,8,8.9
Robinson,Melanie,12/23/2019,91,10,10
Barrett,Charlotte,11/19/2019,90,5,5.8
Cunningham,Elian,8/1/2020,82,0,0.3
Phillips,Arnold,9/24/2021,84,10,10
Miller,Chester,7/29/2021,91,8,8.3
Taylor,Camila,9/11/2020,80,7,7.5
Tucker,Adele,12/19/2020,95,7,7.7
Morris,Vincent,9/27/2021,81,10,10
Richards,Rosie,2/13/2021,80,8,8.3
Harris,Wilson,5/28/2022,89,10,10
Clark,Sofia,5/13/2021,88,9,9.3
Wells,Patrick,2/7/2020,96,8,8
Foster,Walter,8/17/2020,86,9,9.4
Evans,Patrick,11/16/2021,88,10,10
Morgan,Wilson,11/24/2019,84,10,10
Carroll,Abraham,9/23/2020,88,5,5.6
Barrett,Florrie,3/20/2020,100,7,7.1
Harris,Lydia,1/18/2022,86,8,8.5
Cameron,Victor,12/17/2021,84,8,8.1
Brooks,Frederick,5/18/2022,88,7,7.7
Kelley,Daryl,9/7/2020,97,8,8.9
Grant,Savana,2/4/2020,94,9,9.6
Gray,Natalie,6/19/2021,87,1,1.4
Montgomery,Elian,5/20/2020,81,8,8.4
Wright,Alexander,8/20/2022,91,10,10
Crawford,Savana,5/9/2021,84,10,10
Phillips,Joyce,6/18/2021,100,8,8.6
Ferguson,Owen,11/22/2021,90,10,10
Ryan,April,6/25/2022,86,10,10
Anderson,Kirsten,4/3/2020,94,8,8.7
Sullivan,Chelsea,11/7/2020,100,2,2.7
Thomas,Brianna,7/15/2022,88,8,8.5
Johnston,Ted,3/4/2021,95,7,7
Moore,Henry,8/10/2020,90,9,9.4
Watson,Lily,6/13/2020,96,8,8.5
Warren,Kellan,5/12/2021,81,6,6.7
Hall,Ned,5/16/2022,89,10,10
Miller,Wilson,4/30/2020,85,10,10
Armstrong,Michael,9/5/2020,99,8,8.1
Phillips,Ryan,3/2/2020,81,8,8.6
Mitchell,Sienna,8/17/2020,89,9,9.4
Taylor,Daryl,9/9/2020,91,7,7.3
Wright,Ashton,7/31/2021,100,8,8.9
Scott,Carlos,9/25/2021,80,10,10
Evans,Lucia,4/17/2022,92,9,9.2
Mason,Fenton,5/23/2020,95,7,7.9
Jones,Nicholas,5/25/2021,82,1,1.2
Allen,Mary,11/6/2019,95,10,10
Farrell,Justin,11/15/2021,81,8,8.4
Murray,Aida,9/13/2020,100,5,5.9
Morrison,Amanda,9/8/2021,93,9,9.8
Nelson,Frederick,11/22/2019,89,10,10
Spencer,Emma,1/3/2021,85,7,7.9
Douglas,Rafael,8/3/2021,89,10,10
Lloyd,Amanda,2/29/2020,94,9,9.9
Ferguson,Abraham,5/17/2020,97,9,9.8
Cooper,Hailey,7/26/2021,96,8,8.2
West,Abraham,7/3/2020,96,7,7.8
Chapman,Ada,7/30/2021,89,9,9.5
Carter,Daryl,5/14/2020,83,9,9.5
Hunt,Elian,2/1/2021,84,8,8.4
Murray,Amy,1/28/2021,94,8,8.3
Watson,Roman,1/29/2020,92,10,10
Johnson,Belinda,10/19/2021,97,10,10
Morgan,Tyler,11/16/2019,92,8,8.4
Thompson,Tara,6/9/2021,83,8,8.6
Gray,Kristian,2/26/2022,83,8,8
Taylor,Melanie,3/31/2020,83,10,10
West,April,7/20/2022,96,4,4.8
Douglas,Alexia,6/7/2021,85,4,4.4
Hawkins,Ashton,2/9/2020,80,8,8.2
Phillips,Nicholas,12/24/2019,100,10,10
Gibson,April,9/20/2020,94,8,8.8
Howard,Darcy,3/19/2022,97,8,8.5
Montgomery,Byron,12/8/2019,86,10,10
Cunningham,Dainton,8/9/2020,90,8,8.5
Harris,Chester,8/16/2021,99,2,2.7
Thomas,Myra,3/9/2021,95,8,8.3
Ross,Luke,2/13/2021,80,8,8
Thomas,Anna,5/31/2021,96,6,6
Wells,Rubie,5/26/2021,87,6,6.7
Cameron,Vincent,3/29/2022,81,6,6.6
Barnes,Lana,8/31/2021,90,2,2
Barnes,Kelvin,3/14/2022,88,10,10
Davis,Kate,1/8/2022,96,8,8.3
Grant,Miller,1/22/2021,82,8,8.3
Tucker,Dexter,11/16/2019,82,8,8.8
Elliott,Annabella,5/10/2020,86,8,8.1
Kelley,Dexter,4/9/2021,90,8,8.9
Anderson,Rosie,1/14/2022,94,6,6.2
Riley,James,7/3/2022,93,8,8.9
Johnson,Lucy,4/3/2022,95,6,6.6
Owens,Adrianna,3/9/2020,88,6,6.5
Cameron,Jacob,9/24/2022,99,10,10
Walker,Chester,12/8/2021,80,8,8
Tucker,Tara,2/22/2021,97,8,8.9
Thomas,George,8/4/2021,80,8,8.7
Hall,Evelyn,11/23/2019,91,8,8
Andrews,Ted,6/22/2021,84,8,8.8
Perry,Andrew,3/9/2021,95,10,10
Richardson,Sam,3/9/2020,82,6,6.3
Wells,Victoria,2/22/2021,99,8,8.5
Brooks,Rebecca,8/8/2020,96,8,8.1
Farrell,Vanessa,12/27/2019,86,8,8.7
Reed,Blake,5/8/2021,97,10,10
Tucker,Victoria,2/26/2022,89,10,10
Morris,Steven,2/16/2020,83,6,6.3
Bailey,Briony,6/25/2022,94,10,10
Hill,Daisy,9/7/2020,92,8,8.7
Ellis,Alford,4/10/2021,91,7,7.6
Hawkins,Adison,12/18/2020,91,10,10
Howard,Sawyer,11/18/2021,82,8,8.6
Craig,Jessica,8/8/2020,83,10,10
Kelly,Melissa,1/11/2021,87,6,6.7
Lloyd,Freddie,3/7/2021,95,8,8.4
Parker,Camila,6/14/2021,88,7,7.6
Cameron,Kelvin,5/5/2022,91,10,10
Casey,Paul,5/13/2020,92,8,8.6
Douglas,Maria,8/1/2022,92,8,8.2
Ferguson,Andrew,1/8/2020,91,8,8
Harris,Samantha,2/13/2020,85,8,8.5
Holmes,Maximilian,2/4/2020,99,8,8.3
Turner,Sophia,3/30/2021,87,8,8.1
Casey,Isabella,2/26/2020,87,8,8.6
Campbell,Alisa,1/3/2020,91,10,10
Payne,Daisy,4/2/2020,96,6,6.6
Hamilton,Julia,12/29/2020,81,10,10
Ferguson,Stella,8/27/2020,81,6,6.6
Edwards,Abigail,7/1/2021,86,8,8.5
West,Kelsey,12/9/2021,94,6,6
Baker,Jessica,9/16/2021,100,8,8.1
Fowler,Thomas,10/3/2021,84,6,6.2
Tucker,Adrianna,10/4/2020,88,6,6.9
Moore,Lydia,1/1/2021,87,8,8.5
Carter,Nicole,10/5/2021,83,8,8.6
Walker,Antony,10/23/2021,93,10,10
Andrews,Edwin,12/28/2020,81,10,10
Hawkins,Steven,8/26/2021,84,8,8.5
Holmes,Oliver,3/27/2021,90,10,10
Wright,Melissa,9/24/2022,91,8,8.3
Morris,Michelle,6/29/2021,99,8,8.2
Harrison,William,12/15/2020,97,0,0.4
Sullivan,Lydia,9/13/2020,80,8,8
Nelson,Fenton,6/27/2021,96,6,6.9
Gray,Julia,3/1/2020,92,8,8.8
Ryan,Elian,5/8/2021,95,10,10
Andrews,John,3/24/2021,85,10,10
Nelson,Kellan,11/10/2021,97,8,8.9
Perkins,Samantha,8/19/2020,85,8,8.1
Barrett,Lenny,9/10/2022,83,10,10
Dixon,Joyce,6/18/2021,81,10,10
Ryan,Caroline,10/1/2020,100,6,6.5
Grant,Samantha,10/7/2021,92,6,6.9
Wilson,Dexter,5/6/2020,98,8,8.8
Perkins,Tyler,11/21/2020,94,8,8
Brown,Nicholas,1/17/2022,83,8,8.5
Carter,Edith,8/5/2022,93,8,8.4
Cunningham,Deanna,10/18/2021,83,10,10
Dixon,Natalie,2/3/2022,82,8,8.4
Gray,Justin,11/21/2019,85,8,8.1
Adams,Amy,11/8/2020,100,10,10
Henderson,Chelsea,12/28/2020,87,4,4.6
Ellis,Rafael,1/22/2020,88,8,8.6
Hill,Jared,1/16/2022,96,6,6.6
Carter,Ashton,6/7/2020,83,2,2.5
Ferguson,Audrey,4/8/2020,93,8,8.1
Wright,Clark,11/24/2019,86,10,10
Sullivan,Mike,4/2/2021,99,8,8
Barnes,Edwin,4/29/2022,90,10,10
Hamilton,Kelvin,11/13/2020,94,8,8.5
Kelly,Oliver,7/8/2022,96,9,9.7
Stevens,Stella,4/16/2022,97,5,5.3
Campbell,Chloe,11/26/2021,86,6,6
Ferguson,Camila,6/22/2022,87,10,10
Craig,Camila,4/26/2020,91,6,6.7
Ross,Caroline,12/4/2020,99,8,8.2
Mason,Sabrina,5/16/2020,95,10,10
Ross,Kimberly,2/23/2021,96,8,8.4
Davis,Miley,6/18/2021,92,8,8.5
Howard,Walter,1/13/2020,99,8,8.3
Foster,Naomi,3/4/2021,98,10,10
Jones,Alexander,11/26/2021,87,10,10
Walker,Kirsten,8/16/2021,97,8,8.8
Allen,Jessica,10/3/2021,98,8,8.5
Cameron,Eric,3/13/2022,100,8,8.7
Alexander,Julian,4/17/2020,91,8,8.1
Farrell,Belinda,8/14/2022,97,6,6.5
Walker,George,4/29/2022,90,8,8.6
Farrell,Emma,10/11/2020,91,6,6.6
Fowler,David,11/20/2019,100,8,8.9
Kelley,Reid,2/10/2021,88,2,2.2
Robinson,Rosie,3/19/2022,84,10,10
Campbell,Kate,10/18/2020,82,8,8.2
Tucker,Kellan,7/1/2021,98,8,8.2
Foster,Tony,12/18/2020,91,10,10
Walker,Arianna,5/30/2021,86,8,8.7
Casey,Brad,3/18/2022,87,10,10
Robinson,Brianna,9/16/2021,82,8,8.2
Harrison,Sam,11/17/2021,92,8,8.3
Wright,Samantha,11/15/2020,99,8,8.5
Robinson,Melanie,1/25/2021,89,10,10
Barrett,Charlotte,8/1/2021,92,8,8.4
Cunningham,Elian,2/22/2020,97,6,6.3
Phillips,Arnold,12/12/2020,91,8,8.4
Miller,Chester,1/2/2021,90,8,8.3
Taylor,Camila,8/14/2020,88,8,8.6
Tucker,Adele,2/14/2020,99,10,10
Morris,Vincent,9/4/2021,84,10,10
Richards,Rosie,7/26/2022,95,10,10
Harris,Wilson,11/29/2019,100,2,2.9
Clark,Sofia,10/5/2020,83,8,8.5
Wells,Patrick,2/11/2021,98,10,10
Foster,Walter,8/9/2022,86,6,6.7
Evans,Patrick,10/20/2021,86,10,10
Morgan,Wilson,9/18/2020,89,8,8.4
Carroll,Abraham,11/10/2019,82,8,8.5
Barrett,Florrie,11/2/2020,87,8,8
Harris,Lydia,6/2/2022,87,6,6.2
Cameron,Victor,5/7/2021,85,8,8.5
Brooks,Frederick,4/22/2020,87,10,10
Kelley,Daryl,12/18/2019,80,0,0.8
Grant,Savana,10/30/2021,80,6,6.8
Gray,Natalie,7/19/2021,99,10,10
Montgomery,Elian,5/17/2022,82,8,8.8
Wright,Alexander,9/9/2022,92,8,8.4
Crawford,Savana,4/30/2022,80,8,8.9
Phillips,Joyce,12/31/2020,96,8,8.9
Ferguson,Owen,11/3/2021,87,4,4.5
Ryan,May,9/4/2020,82,10,10
Anderson,Kirsten,7/22/2020,90,6,6.4
Sullivan,Chelsea,9/9/2021,99,6,6.4
Thomas,Brianna,12/1/2019,87,10,10
Johnston,Ted,11/11/2021,95,7,7.6
Moore,Henry,9/12/2021,89,10,10
Watson,Lily,3/22/2022,88,8,8.7
Warren,Kellan,2/26/2020,91,6,6.9
Hall,Ned,4/13/2022,80,10,10
Miller,Wilson,5/14/2020,99,8,8.1
Armstrong,Michael,8/13/2021,82,10,10
Phillips,Ryan,3/25/2021,86,8,8.7
Mitchell,Sienna,7/23/2022,90,5,5
Taylor,Daryl,5/31/2021,91,10,10
Wright,Ashton,6/27/2021,95,8,8.3
Scott,Carlos,7/29/2020,100,10,10
Evans,Lucia,1/18/2022,97,6,6.9
Mason,Fenton,1/31/2021,81,7,7.9
Jones,Nicholas,5/18/2022,87,7,7.4
Allen,Mary,9/7/2021,83,8,8.5
Farrell,Justin,9/27/2020,91,6,6.2
Murray,Aida,10/19/2021,89,10,10
Morrison,Amanda,8/1/2022,87,8,8.7
Nelson,Frederick,12/2/2021,87,8,8.5
Spencer,Emma,9/12/2022,90,10,10
Douglas,Rafael,6/10/2022,98,8,8.9
Lloyd,Amanda,7/31/2022,86,10,10
Ferguson,Abraham,1/25/2021,81,8,8.4
Cooper,Hailey,6/9/2020,99,8,8.5
West,Abraham,5/8/2021,90,8,8.7
Chapman,Ada,10/11/2020,84,8,8
Carter,Daryl,5/6/2020,90,8,8.5
Hunt,Elian,7/13/2022,85,10,10
Murray,Amy,7/4/2020,95,6,6.3
Watson,Roman,7/25/2021,88,8,8.6
Johnson,Belinda,6/26/2022,96,6,6.3
Morgan,Tyler,9/28/2022,96,10,10
Thompson,Tara,3/23/2022,91,8,8.3
Gray,Kristian,9/11/2020,90,10,10
Taylor,Melanie,9/14/2020,87,10,10
West,May,1/8/2020,100,10,10
Douglas,Alexia,3/7/2020,92,6,6
Hawkins,Ashton,4/26/2020,100,10,10
Phillips,Nicholas,9/26/2020,87,8,8.8
Gibson,May,4/23/2022,85,4,4.7
Howard,Darcy,8/9/2022,85,8,8.2
Montgomery,Byron,9/30/2022,82,8,8.3
Cunningham,Dainton,10/22/2021,80,8,8.3
Harris,Chester,12/3/2019,95,10,10
Thomas,Myra,5/25/2022,92,10,10
Ross,Luke,3/18/2021,92,6,6.8
Thomas,Anna,7/23/2021,86,10,10
Wells,Rubie,9/18/2020,87,10,10
Cameron,Vincent,9/16/2020,83,6,6.1
Barnes,Lana,12/26/2021,82,6,6.9
Barnes,Kelvin,9/12/2021,91,6,6.9
Davis,Kate,9/27/2022,81,8,8.1
Grant,Miller,4/22/2021,88,6,6.2
Tucker,Dexter,6/26/2022,88,8,8
Elliott,Annabella,9/16/2022,81,10,10
Kelley,Dexter,11/10/2019,82,10,10
Anderson,Rosie,9/30/2020,90,8,8.5
Riley,James,1/23/2020,99,8,8.7
Johnson,Lucy,7/7/2022,80,8,8.3
Owens,Adrianna,2/9/2021,86,8,8.6
Cameron,Jacob,3/22/2021,96,4,4.1
Walker,Chester,9/14/2021,83,8,8.4
Tucker,Tara,3/7/2020,83,10,10
Thomas,George,10/14/2020,83,10,10
Hall,Evelyn,4/28/2020,100,8,8.8
Andrews,Ted,6/12/2022,93,8,8.3
Perry,Andrew,2/25/2021,90,10,10
Richardson,Sam,6/23/2021,80,8,8.2
Wells,Victoria,5/7/2022,85,5,5.4
Brooks,Rebecca,9/9/2022,83,10,10
Farrell,Vanessa,9/1/2021,80,8,8.5
Reed,Blake,11/21/2021,98,7,7.6
Tucker,Victoria,9/24/2020,99,10,10
Morris,Steven,4/1/2020,100,10,10
Bailey,Briony,4/21/2022,83,8,8.7
Hill,Daisy,7/31/2022,96,7,7.9
Ellis,Alford,8/30/2021,91,7,7
Hawkins,Adison,8/20/2020,90,7,7.4
Howard,Sawyer,12/28/2020,87,8,8.8
Craig,Jessica,11/25/2019,89,8,8.2
Kelly,Melissa,8/15/2020,99,8,8.7
Lloyd,Freddie,10/6/2020,100,7,7.6
Parker,Camila,7/19/2020,99,8,8.6
Cameron,Kelvin,4/11/2020,87,8,8.7
Casey,Paul,5/3/2020,82,8,8.3
Douglas,Maria,11/13/2019,86,6,6.1
Ferguson,Andrew,4/6/2022,97,9,9.8
Harris,Samantha,10/2/2020,92,2,2.2
Holmes,Maximilian,5/17/2021,89,9,9.8
Turner,Sophia,5/7/2022,89,7,7.5
Casey,Isabella,10/9/2021,93,6,6.7
Campbell,Alisa,4/18/2021,93,8,8.5
Payne,Daisy,3/3/2021,90,0,0.6
Hamilton,Julia,6/2/2022,86,10,10
Ferguson,Stella,3/9/2022,88,8,8.9
Edwards,Abigail,6/4/2021,84,8,8.7
West,Kelsey,9/3/2020,100,8,8.7
Baker,Jessica,8/27/2022,91,10,10
Fowler,Thomas,11/23/2019,95,10,10
Tucker,Adrianna,2/13/2020,97,8,8.6
Moore,Lydia,8/30/2020,92,10,10
Carter,Nicole,12/18/2019,81,10,10
Walker,Antony,4/27/2020,94,4,4.2
Andrews,Edwin,12/5/2020,81,8,8.6
Hawkins,Steven,3/15/2021,89,10,10
Holmes,Oliver,7/8/2021,82,10,10
Wright,Melissa,1/9/2021,98,10,10
Morris,Michelle,4/29/2022,83,8,8
Harrison,William,7/11/2021,92,8,8.5
Sullivan,Lydia,3/20/2022,88,10,10
Nelson,Fenton,8/19/2022,81,10,10
Gray,Julia,2/9/2020,94,10,10
Ryan,Elian,9/28/2020,82,10,10
Andrews,John,4/28/2021,89,8,8.6
Nelson,Kellan,11/18/2020,96,8,8.3
Perkins,Samantha,5/20/2020,85,8,8.6
Barrett,Lenny,1/14/2022,82,10,10
Dixon,Joyce,6/12/2021,95,8,8.5
Ryan,Caroline,1/2/2022,85,10,10
Grant,Samantha,3/12/2020,82,8,8.2
Wilson,Dexter,10/1/2020,84,9,9.8
Perkins,Tyler,9/12/2022,91,7,7.7
Brown,Nicholas,4/3/2020,97,8,8.9
Carter,Edith,5/10/2021,100,10,10
Cunningham,Deanna,3/17/2021,88,10,10
Dixon,Natalie,2/21/2021,90,4,4.6
Gray,Justin,10/29/2021,85,8,8.7
Adams,Amy,3/4/2022,84,10,10
Henderson,Chelsea,3/21/2021,96,9,9.8
Ellis,Rafael,9/26/2022,100,10,10
Hill,Jared,11/10/2020,97,6,6.1
Carter,Ashton,3/12/2022,85,10,10
Ferguson,Audrey,12/27/2020,82,7,7
Wright,Clark,2/22/2021,90,8,8.7
Sullivan,Mike,7/25/2020,100,9,9.7
Barnes,Edwin,10/17/2020,97,10,10
Hamilton,Kelvin,11/29/2019,100,5,5
Kelly,Oliver,11/18/2020,98,8,8.9
Stevens,Stella,8/23/2020,80,8,8.7
Campbell,Chloe,12/9/2021,87,0,0.4
Ferguson,Camila,2/18/2022,96,10,10
Craig,Camila,8/14/2021,91,7,7.6
Ross,Caroline,1/8/2022,87,8,8.2
Mason,Sabrina,3/2/2020,81,7,7.3
Ross,Kimberly,3/23/2020,89,7,7.3
Davis,Miley,9/19/2020,100,10,10
Howard,Walter,6/23/2022,92,8,8.1
Foster,Naomi,7/1/2020,83,8,8.2
Jones,Alexander,9/9/2022,80,10,10
Walker,Kirsten,5/22/2021,88,8,8.2
Allen,Jessica,9/26/2022,100,7,7
Cameron,Eric,5/22/2022,99,6,6.8
Alexander,Julian,7/26/2020,86,10,10
Farrell,Belinda,7/16/2022,90,9,9.4
Walker,George,3/14/2021,97,9,9.4
Farrell,Emma,10/7/2021,83,10,10
Fowler,David,2/13/2020,80,10,10
Kelley,Reid,11/19/2021,84,3,3.9
Robinson,Rosie,4/11/2022,87,7,7.1
Campbell,Kate,6/23/2020,85,9,9.6
Tucker,Kellan,2/20/2020,86,7,7.9
Foster,Tony,9/16/2022,97,7,7.2
Walker,Arianna,6/19/2022,88,5,5.6
Casey,Brad,6/2/2021,87,8,8.7
Robinson,Brianna,8/22/2021,83,10,10
Harrison,Sam,6/20/2022,82,8,8.8
Wright,Samantha,1/12/2021,84,4,4.9
Robinson,Melanie,9/1/2021,85,7,7.4
Barrett,Charlotte,4/20/2021,86,10,10
Cunningham,Elian,12/30/2021,100,10,10
Phillips,Arnold,10/10/2021,90,4,4.1
Miller,Chester,12/29/2021,94,5,5.5
Taylor,Camila,6/6/2021,91,0,0.7
Tucker,Adele,11/11/2019,86,6,6.4
Morris,Vincent,7/7/2020,90,10,10
Richards,Rosie,9/4/2022,81,7,7.5
Harris,Wilson,2/9/2021,87,8,8.4
Clark,Sofia,5/26/2022,90,8,8.3
Wells,Patrick,12/23/2021,100,0,0.5
Foster,Walter,1/3/2022,84,7,7.9
Evans,Patrick,11/4/2020,87,10,10
Morgan,Wilson,3/24/2022,100,9,9.6
Carroll,Abraham,7/18/2021,82,7,7
Barrett,Florrie,1/9/2020,80,4,4.3
Harris,Lydia,4/26/2020,93,4,4.8
Cameron,Victor,11/14/2021,81,8,8.2
Brooks,Frederick,1/20/2022,91,6,6.6
Kelley,Daryl,3/14/2020,97,7,7.1
Grant,Savana,7/27/2022,94,8,8.6
Gray,Natalie,1/8/2022,100,8,8.9
Montgomery,Elian,2/11/2022,95,9,9.9
Wright,Alexander,4/20/2022,85,8,8.3
Crawford,Savana,8/3/2020,90,10,10
Phillips,Joyce,2/19/2020,90,8,8.1
Ferguson,Owen,11/7/2021,85,8,8
Ryan,June,2/27/2021,86,10,10
Anderson,Kirsten,10/18/2020,91,10,10
Sullivan,Chelsea,5/25/2021,91,10,10
Thomas,Brianna,7/21/2020,92,9,9.4
Johnston,Ted,5/5/2020,93,8,8.1
Moore,Henry,2/23/2022,97,10,10
Watson,Lily,2/28/2020,99,10,10
